,Text,Class
1394,ipl නිසා සල්ලි පෙරේතයා කියලා උගෙ රටේම උන් උට බැන්නාකකුලෙ ඉන්ජරි ආවාරටින් කසිම සහයෝගයක් රුපියලක් දුන්නෙ නෑමාලි තනියම නැගිට්ටා,sports
1395,දැන් මාලිංග ඉදියත් එකයි නැතත් එකයි😐😂 එපා වෙලා ඉවරයි😂,sports
1396,මට හිතෙන්නේ මෙතන තියෙන්නේ නායකත්වයේ ප්‍රශ්නයක් WC එකට කලින් වගේ ,sports
1397,කුසල් මානසිකව වට්ටන්න හදනවද දන්නෑ 😁🤭,sports
1398,මෙහෙමයි මුලින් එන්නේ නැ කියලා කියනවා එතකොට අනිත් ටීම් මාලිංග ගෙ යෝකර් වලට practice කරන්නේ නැ ඊට පස්සේ tournament මැදදී එකපාරටම ඇවිල්ලා surprise කරනවා,sports
1399,මාලිංග යනු බැහැගෙන යන ඉරක් යඔහුගේ අවස්ථාව අලුත් කොල්ලෙක්ට දුන්නොත් අලුත් බලාපොරොත්තු වක් තියා ගන්න පුළුවන්,sports
1400,දැන්ම ඉදන් පුහුණු උනොත්  ipl ගහගන්න බැරි වෙන එකක් නෑ මාලි අද ඉදන්ම වැඩේට බහිමු😁😂,sports
1401,ලන්කාවේ ක්‍රිකට් වැටිලා තියෙන මේ වෙලාවෙ LPL එක හරහා යම් උත්තේජනයක් ලැබිල තියෙනවාඒක උපරිමයෙන් ලබාගන්න හිටපු අපේ ක්‍රීඩකයන් බොක්කෙන් සපෝට් කරන්න ඕන වෙලාවක් මේක ,sports
1402,වචනේ පරිසමාප්ත අර්ථයෙන්ම ලෙජන්ඩ් කෙනෙක්හැමවෙලේම ශ්‍රී ලන්කන් ක්‍රිකට් එක්ක ඉන්න ආස කෙනෙක්සනත්ගේ official page එකෙනුත් LPL එකට wish කරලා තිබ්බා,sports
1403,තාමත් ලංකාවේ ක්‍රිකට් වැටෙන්න දෙන්නැතුව රැකගන්න හදන අපෙව් මිනිහෙක්❤️,sports
1404,කොටුව ඇතුලෙ කොටුව එළියෙ ගේමෙදිදින්නමපැරදුනාම අපේ උන් කතාවෙන Talk බලන්න,sports
1405,අපෙත් ටීම් එකක් දාල මැච් එකක් ගහමුකො බන්න්න්න්,sports
1406,මචන්ලා සර්විස් කරන්න ඇවිත් බෝලේ උඩදානවා නමුත් සර්විස් දාන්නෙ නෑ බෝලේ කෙලින්ම කෝඩ් එක ඇතුළට වැටෙනවා ආපහු ඇහිදලා බෝලේ ආයෙත් සර්විස් දාන්න පුලුවන්ද  නැත්තම් ඒක ෆව්ල්ද,sports
1407,එහා පිලට ලකුනක්ද එහෙම එකපාර නොදා හිටියොත් දැන් වොලිබෝල් නීති වෙනසක් වෙලාද,sports
1408,ආදරය විනොදය සතුට මිත්‍රත්වය හැමදාමත් වොලිබෝල් වල තිබුණ,sports
1409,අදිනකොට ඇදිල හැදෙන තැන් අත පය හතර සෙට් නම් ගේම ගහගන්න පුළුවන් බන්,sports
1410,හවස් වෙලා සෙල්ලම් කරෙ නැත්තම් උන වගේ,sports
1411,මම ඔකට ඇබ්බැහි වේද්දි මට අවුරුදු  ඉස්සර මම බෝල එහිලුව දැන් බෝල උඩ දනවා අදරේයි මේකට ගෝඩක් ♥️,sports
1412,Out door ගහලා ගහලා indoor මැච් එකක් සෙට් උනාම අමු පිස්සෙක් වෙන්නේ මම විතරද 😍,sports
1413,කැපවීම  උනන්දුව තිබේනම් වොලිබෝල් එකෙන්ම 👊👊❤🇱🇰,sports
1414,මචන්ලා මෙමෙ රූපයේ කඩ ඉරි වලින් ඇති ප්‍රදේශයේ සිට පන්දු පිරිනැමීම සේවිස් දාන්න පුලුවන්ද  පැහැදිලි පිලිතුරක් 😊,sports
1415,අනිත් අය සෙල්ලම් කරන දිහා බලගෙන විදෙවුව තැනුත් නැතුවාම නෙවෙයිMY LOVE MY HART MY LIFE ❤️❤️😘😘 වොලිබෝල් 😘😘❤️❤️,sports
1416,වොලිබෝල් කියන්නෙ ක්‍රිඩාවක් නෙමේ ආගමක්,sports
1417,වයසට ගියත් හවසට කොල්ලො එක්ක වොලිබෝල්,sports
1418,ලංකාවේ ඉන්නව මීට වඩා වයසක වැඩ්ඩො මිරිහනෙදි ග්‍රවුන්ඩ් එකේ හවසට බලන්ඩෝ,sports
1419,Football ගහන්න ඕන උන් වොලිබෝල් ගහද්දි,sports
1420,මදැයි😡 කෝර්ඩ් එකත් අලුනතන් හදලා අලුතෙන් බෝල දෙකකුත් ගෙනාවා විතරයි මුළු දවසම වහිනවා😞😡,sports
1421, ක් සෙල්ලම් කරනව විනිසුරුවො බුදිපස්සෙ දන්නෙ,sports
1422, දශකය සුන්දර වොලිබෝල්,sports
1423,ජාතික කණ්ඩයමෙ අද පුහුනුකරු චන්න සමන්සිරි,sports
1424,ඒ කාලෙ ලංකාව පුරා දස්කම්පෙන්නපු අයඅද ජාතිකපුහුණුකරුවොගුරුවරු වෙලා එයාල,sports
1425,සෙල්ලම් කරන්න තැනක් නැතුව කනත්තෙත් සෙල්ලම් කලා 😕,sports
1426,අඩෝහ්හ් මන් වොලිබෝල් ගහන්නෑ ඒත් කමෙන්ට් බලද්දි මොකක්ද් වගේ😁😅😅,sports
1427,Middl attacker can back attack and hight attack too 👊❤️❤️කුයික හයි සහ බැක් ඇටෑක් ගහද්දි 👊👊,sports
1428,ලන්කාවෙ වොලිබෝල් ප්‍රදානම ආයතනයෙන් සිලෙක්ශන් වලදි බලු වැඩ කරාට මට වොලිබෝල් නිසා හරි ගියා ❤️🙏🙏🙏🙏🙏,sports
1429,Powerfull spike ශ්‍රී ලංකන් අපේ කොල්ලොඔය නිශිදව උඩදාගෙන ඉන්න උන් බලපල්ලඅපේ උනුත් දක්ශයිබන් එකෙන්ම 🇱🇰👊🇱🇰❤️,sports
1430,😲 අම්මෝ ඒ පැනිල්ල කොහොමද ගමේ කොල්ලෝ Spikers Training,sports
1431,අනිත් ටීම් එක ප්‍රබලනම් මාගේ උපාය උපරිම උත්සහා කරලා නෙට් ගහාන වෙලාට එහා පැත්තේ සෙටාට පුරෝලා ඔලුවට එකක් දෙන එක මොලේ හෙල්ලුනම සෙට් දෙකක් යනකන් අපිට නතින් සෙටා බුල,sports
1432,එලියෙන් ලස්සන නන්ගියෙක් හිට්ටුවත් ඇති එදාට කොහේ තියන පාරවල්ද කොහෙ තියන ජම්ප් එකක්ද මන්දා යන්නේ උන්ට ගහාලම මහාන්සී බෝලේ උඩ දාන දැමිල්ලට,sports
1433,Akila Jayasundara දැන්වත් රට වෙනුවෙන් සෙල්ල්ම් කරපන්මන් දන්නවා උබ හිටියන්ම් ලංකාවට අද ගොඩක් ඉස්සරහට යන්න තිබ්බා,sports
1434,සුහද ක්‍රීඩා සමාජෙකොල්ලො හදාගෙන එන ගමනක්,sports
1435,සැබෑ ක්‍රීඩකයන් යනු,sports
1436, ඉතාලියට එලන් ගහපු සෙට්  ෆයිනල් 😂😂😂😂😂🇯🇲,sports
1437,දවිසමර Vs ධම්මිස්සර  DSI Final n පහළ,sports
1438,එක සෙට් එකයි හම්බුනේ රන්කුසලාන  න් පහල අවසන් නා යුනයිටඩ් සහ වෙන් ජෝශප්වාස්,sports
1439,රන්කුසලාන  න් පහල අවසන් නා යුනයිටඩ් සහ වෙන් ජෝශප්වාස්,sports
1440,DSI  Final Match    දෙකටන පද්මවතී වි vs  රුවන්වැල්ල රාජසිංහ වි,sports
1441,අනාගතයේ හොද ක්‍රීඩකයෙක් බිහිවෙයි,sports
1442,කාලයක් නම් best lefthanded attackerතාමත් ආදරෙයිආසයි…,sports
1443,මාරුවට සෙල්ලම් karanwa,sports
1444,අපිව නම් අහුවුනා ඕයි😕 ඩිෆ් දහයගානෙ ගැස්සුවා🤫,sports
1445,රන්කුසලාන ෆයිනල් 😂,sports
1446,වොලිබෝල් ගහන අය බාස්කට්බෝල ගහන්න ගියාම 👌💪💪💪💪,sports
1447,අත් දෙකට බුදු සරන ඇති මොකක්ද වොලිබෝල් එක වගේ සොෆ්ට් නැහැනෙ බාස්කට් බෝල් එක😂😂😂,sports
1448,Tharindu Ananda උබට මතකද අපි youth tournament එකක නෙට් බෝල් ගැහුවා 💪🔥,sports
1449,වොලි බොල් ගහන්න ආස එඋන් බස්කට් බොල් සෙල්ලම් කරම ඔහොම වෙනවා ගනන් ගන්නෙප,sports
1450,ඒ අත් වලට වොලොබෝල් පිහිටයීඉස්සර මුල් කාලේ අත් ෆිට් වෙන්න කියලා අපිටත් දීලා තියනවා ඔකෙන් සෙල්ලම් කරන්නවේදනාව මතක් උනා😂,sports
1451,වොලිබෝල්ක්‍රීඩාව ප්‍රගුණ කරන්නට සටහන් අයිතිය,sports
1452,ලෝක විශ්ව විද්‍යාල වොලිබෝල් සෙමි ෆයිනල්,sports
1453,යාලුවනේ මගෙන් පොඩි ඉල්ලීමක් අපේ රටේ ක්‍රීඩා කරන සියලුම දරුවන්ට සහ සියලුම ගුරුවරුන් සදහා පාඩම් මාලාවක් කරනවා පුලුවන්නම් මේ වීඩියෝ එක බලලා Subscribe කරලා Like එකක් දාලා shre කරලා උදව්වක් දෙන්න,sports
1454,ජේසුට ඔබේ ජීවිතය වෙනස් කල හැක,Religion
1455,තවමත් ඔබ කනස්සල්ලෙන්ද  ජීවිතයේ වෙනසක් අවශ්‍යද  එසේනම් Amen කියා Comment කරන්න,Religion
1456,සමහරුන් දේව මාලිගාව ගැන කතා කරමින් එය මනහර ගලින් හා පූජා වස්තුවලින් ද සරසා තිබෙන නියාව පැවසූ විට උන් වහන්සේ කතා කොට  ”ඔබට පෙනෙන මේ දෙය ගලක් පිට ගලක් ඉතිරි නොවන සේ බිඳ දමනු ලබන කාලයක් පැමිණෙන්නේ ය”යි වදාළ සේක,Religion
1457,ක්‍රිස්තුනි ඔබ වහන්සේට ප්‍රශංසා වේවා ,Religion
1458,මට දෙවියන් වහන්සේගේ කරුණාව සෑහේ,Religion
1459,ස්වාමීනි ඔබේ මාර්ගය හැර වෙනත් කිසිවක් නැත ඔබට පමණයි දෑත් ඔසවා ප්‍රශංසා කරමි ආමෙන්,Religion
1460,ස්තුතියි ජේසුනි ඔබ වහන්සේට,Religion
1461,කතෝලික ඔබේ ජංගම දුරකථනයේ අනිවාර්යයෙන්ම තිබිය යුතු App එකක් තමයි  සුබ අස්න  App එක…,Religion
1462,අබ්බා පියාණනි මුලු ලොවටම ඇසෙන්නට ආදරෙයි කියමි ආමෙන්,Religion
1463,දුමින්ද සිල්වාව නිදහස් කරන්න ඕනබැසිල් පාර්ලිමේන්තු එන්න ඕන මේවා අතගගා ඉන්න දේවල් නෙමෙයි,Political
1464,මරණ දඬුවම නියමව බන්ධනාගාර ගතව සිටින දුමින්ද සිල්වා නිදහස් කිරීමට අවශ්‍ය කටයුතු සම්පාදනය කරන්නයි පාර්ලිමේන්තු මන්ත්‍රීවරුන් විසින් ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතාගෙන් ඉල්ලා සිටි බව රාජ්‍ය ඇමති අරුන්දික ප්‍රනාන්දු මහතා සඳහන් කරයි,Political
1465,”මනුෂ්‍යපුත්‍රයාණන් සියලු දේව දූතයන් පිරිවරාගෙන තේජශ්‍රීයෙන් පැමිණෙන කල එතුමාණෝ තමන්ගේ මහිමාන්විත සිංහාසනයේ වැඩහිඳින සේක ,Religion
1466,ජෙප්පෙක් වගේ හිතමු ,Political
1467,ආණ්ඩුවට කොරෝනා පාලනය කරගන්න බෑ,Political
1468,අද ක්‍රිස්තු රජාණන්ගේ මංගල්‍යය දිනයි…,Religion
1469,කතෝලික බැතිමතුන්ගේ දේව වන්දනාව වර්ෂ තුනකින් යුක්ත කතෝලික ලිතකින් සකස් වී ඇත,Religion
1470,කතෝලික ජනවන්දනා ලිතට අනුව විවිධ මංගල්‍ය උත්සව සැමරීම සිදුවේ ,Religion
1471,සාමාන්‍යයෙන් ජනවන්දනා වර්ෂයක් ආරම්භ වන්නේ “ආගමන කාලය” යන… ,Religion
1472,ක්‍රිස්තු රජාණන් පිළිබඳ ශුද්ධ බයිබලීය ඉගැන්වීම්,Religion
1473,ක්‍රිස්තුස් වහන්සේ මුළු විශ්වයේ ම රජාණන් වශයෙන් පිළිගෙන ඔවුන් වහන්සේට විශේෂාකාරයෙන් ගෞරව නමස්කාර කිරීම මෙම මංගල්‍යය සැමරීමෙන් සිදු කෙරේ,Religion
1474,ජේසුස් වහන්සේගේ උපත පිළිබඳව ගාබ්‍රියෙල් දේවදූතයා මරිය තුමියට දැනුම් දීම ,Religion
1475,ක්‍රිස්තු රජාණන්ගේ මංගල්‍යයේ වැදගත්කම,Religion
1476,හොසන්නා හොසන්නා ක්‍රිස්තු රජානෙනි👑️👑️🙏🙏,Religion
1477,  විජය කුමාරතුංග නැති උනාට පස්සේ භූමදාන කලේ කොහෙද ඇත්තටම දැනගන්න අහන්නේ,Political
1478,ජනපතිවරණයෙන් ගෝඨාභය රාජපක්ෂ ට විශිෂ්ට ජයක් ,Political
1479,පුනරුජ්ජීවනයක් නැතැ යි කියන සද්දුසිවරුන්ගෙන් සමහරෙක් ජේසුස් වහන්සේ වෙත අවුත්  ”ගුරුදේවයෙනි යම් මිනිසෙකු භාර්යාව ජීවත් ව සිටිය දී දරුපල නොලැබ මළොත් ඔහුගේ සහෝදරයා ඒ භාර්යාව පාවාගෙන තම සහෝදරයාගේ නමට දරුවන් ඉපදවිය යුතු යයි මෝසෙස් ලියා ඇත,Religion
1480,කාදිනල් ධුරයට පත්ව දස වසරක් සමරන අගරදගුරු අති උතුම් මැල්කම් කාදිනල් රංජිත් හිමිපාණනි අපි ඔබට  සුභාසිංශන මෙලෙස ගෙන එමු,Religion
1481,දෙවි පියාණන්ගේ ආශිර්වාදයත් ශුද්ධාත්ම මග පෙන්වීමත් මරිමව් රැකවරණයත් නිතරම ඔබ සමග පවතීවා🙏,Religion
1482,හදුන්නෙත්ති ට විරැද්ධව නඩු දාන්න කොමිසමක් දාවි හෙටමසර් එහෙමයි😂😂😡,Political
1483,අම්මෝජෙප්පො බය වෙලා හොදටම…,Political
1484,ජෝකර් කෙනෙක්ව රටේ ජනාධිපති කරාම😱😱😂,Political
1485,කො බන් අපිට නිදහසක් චීනාට ජපනට ඇමරිකාවට ඉන්දියාවට විකිණිලා අපි හැමදාම,Political
1486,හැබැයි කවදාක හරි ගූ ඇන් පී ආණ්ඩුවක් ආව දවසටත් ඔහොමම ජනතාවගෙ පැත්තෙ හිටියොත් තමයි තවත් වටින්නෙ,Political
1487,ඕක රනිල් දෙන්ඩ ගිය එක නේද,Political
1488,රාජපස්සලා විතරද ඇයි සජිත් ප්‍රේමදාස,Political
1489,මතක තබා ගන්න දිනක ඔබටත් අන්අයගේ යාච්ඤා අවශ්‍යය වේවි,Religion
1490,හම්බන්තොට වහල්ලු තමන් වහල්ලු බව තේරැම් ගන්නා තෙක් මෙය වෙනස් නොවේඑතකන් රාජපක්ෂලා කර තබා⁣ගෙන සිටිනු ඇත😡😡😡,Political
1491,ස්වාමිනී ඔවුන්ට දයා වුව මැනව,Religion
1492,මන්ද දෙවියන් වහන්සේ ඔබ ගළවන්නට පැමිණි දවස ඔබ නොදත් හෙයිනි”,Religion
1493,උන් වහන්සේ අගනුවරට ළඟා වී එය දුටු විට නුවර ගැන හඬමින් මෙ‍සේ වදාළ සේක,Religion
1494,ඔබට ශාන්තිය සලසන දේ ගැන මේ උදාර දිනයේ දී වත් ඔබ දැන සිටියා නම් ,Religion
1495,ජේසු දන්නවා අපිට ඕනි දේ නැති දේ අපිට වඩා ඇත්තට ඉල්ලන්න ඕනි අපිට ඕනි දේවල් අපිට ඕනි වෙලාවට ලබා දෙන්න කියල විතරයි,Religion
1496,අපි යාච්ඤාව කළ යුත්තේ ඇයි ,Religion
1497,දුමින්ද සිල්වාට ලබාදී ඇත්තේ වෛරී තීන්දුවක් බවත් යහපාලන ආණ්ඩුව පැවැති සමයේ අධිකරණයට බලපෑම් එල්ලකර කර එම දඬුවම සකස් කරන එකක් ලද බව ඔහු වැඩිදුරටත් සඳහන් කරයි,Political
1498,උන් වහන්සේ ජෙරුසලමට සමීප ව සිටි බැවින් හා දෙවියන් වහන්සේගේ රාජ්‍යය වහා ම එළිදරව් වනු ඇතැ යි ඔවුන් සිතූ බැවිනි,Religion
1499,ස්වාමීනි ඔබේ කැමැත්ත කරන්නට මට මග පෙන්නුව මැනව ආමෙන්,Religion
1500,මගේ ජීවිතයට රැකවරනයක්වුනු ඔබ වහන්සේ මාව අත්නොහනුලන නොමැනවආමේන්ඔබ වහන්සේට මා සදාණයගැතියි මගේ ජේසුනී,Religion
1501,කොහොමද ජේසුට ජීවිතේ බාර දෙන්නේ අහන්න මේ බොහෝ දෙනෙකුගේ ජිවිත වෙනස් කල පියවර හතරේ ඥාන කාන්තිය,Religion
1502,පියවර හතරේ ඥාන කාන්තිය ඇහුවනම් අහන්න මේ පසු පෝෂණ වැඩසටහන,Religion
1503,මා වෙනස් කලේ ඔබයි පියාණනි මාගේ ජීවනය ඔබයි ජේසුනි ආමෙන්,Religion
1504,දෙවියන් වහන්සේට ස්තෝත්‍ර වේවා  ආමේන් 🙏🙏🙏,Religion
1505,🙏 ක්‍රිස්තුනී ඔබවහන්සේට ප්‍රශංසා වේවා,Religion
1506,කරුණාබර වූ ජේසු පියාණෙනි අපට කමා වුව මැනව,Religion
1507,අප නෙත් යොමුකර සිටින්නේ දෘශ්‍යමාන දේ දෙස නොව අදෘශ්‍යමාන දේ දෙස ය දෘශ්‍යමාන දේ තාවකාලික ය අදෘශ්‍යමාන දේ සදාතනික ය    කොරින්ති     ,Religion
1508,ජේසුස් වහන්සේ ජෙරිකෝවට සමීප වූ කල එක් අන්ධයෙක් සිඟමින් පාර අයිනේ ඉඳගෙන සිටියේ ය,Religion
1509,අපි සැම දෙනාම ආදරය කරන අපේ එඩේරාණන් වන  ගරු මැල්කම් කාදිනල් රංජිත් හිමිපාණෙනි  සුබ උපන් දිනයක් වේවා,Religion
1510,අපිට යහමග පෙන්වාදී අප රැකගන්නා බැටළු එඩෙරාණනී සුභ උපන් දිනයක් වේවා දෙවියන්ගේ ආරක්ෂාව ආශිර්වාදය නිරතුරුවම ලැබේවා,Religion
1511,සාමාන්‍ය සමයේ  වන ඉරුදින  නොවැම්බර්  වන ඉරු දින දිව්‍ය පුජාව ,Religion
1512,ඔබේ පරිත්‍යාග විශ්වාසනීයව ලබා දීමට  ලොව අංක එකේ සුබ සාදන ආයතනයක් වන ලෝක ආහාර වැඩසටහනට ඔබටත් මෙම වෙබ් අඩවිය හරහා දායක වීමට හැකියි,Religion
1513,ජේසුනි මගේ මේ පුංචි ඉල්ලීම ඉටු කර දුන මැනව,Religion
1514,අපගේ සියලු කරුණු සඵල කරන ස්වාමීන් වහන්සේට මහිමය වේවා ප්‍රශංසා වේවා ආමෙන්,Religion
1515,මේ පොළවේ ඔබ හැර මට ආදරේ කරන්න කවුරුත් නැහැ ස්වාමීනි ඔබ විශ්වාසයි එයයි මගේ ආලෝකය ශක්තිය ආමෙන්,Religion
1516,පියාණනි සියල්ල ඔබේ කැමැත්ත ලෙස සිදුවේවා ආමෙන්,Religion
1517,ජෙසු ජීවමානයි ,Religion
1518,ජේසුනි ඔබ ශුද්ධ යි ආමෙන්,Religion
1519,දෙවියන් වහන්සේගේ රාජ්‍යය කවර කලෙක පහළ වන්නේ දැ”යි පරිසිවරුන් ඇසූ බැවින් උන් වහන්සේ ඔවුන්ට උත්තර දෙමින් ”දෙවියන් වහන්සේගේ රාජ්‍යය ඇසට පෙනෙන අයුරින් නොපැමිණෙයි,Religion
1520,උන් වහන්සේ ශ්‍රාවකයන්ට මෙ‍සේ වදාළ සේක ”මනුෂ්‍යපුත්‍රයාණන් වැඩ සිටින දවස්වලින් එකක් වුව ද දැකීමට ඔබ ආශාවන කාලයක් පැමිණෙයි,Religion
1521,සෑම විටම දෙවියන් වහන්සේගේ කැමැත්තට ඉඩ දෙන්න,Religion
1522,බුද්ධාගම දැනට නොගැලපුනත් පට්ට පුරාවිද්‍යාත්මක සංස්කෘතික වටිනාකමකින් හා දැනුම් පද්ධතියකින් හෙබියිනම්ඒ දැනුම් පද්ධතිය කේක් ගෙඩියකට සමාන කරානම්උබලා කරේ ඒ කේක් ගෙඩිය ගූ දාල ගූ වලින් අයිසින් කරල කැත කරල නවත්තපු එකදැන් ඒක ගූ තලිය ඇතුලේ කේක් එකක් තිබ්බත් කේක් එකක් නෙවේ ගූ තලියක් වගේ පේන්නේ,Religion
1523,දාන දෙන්න ඕනි ඔබේ යහළුවන්ට  ඥාතීන්ට නෙමේ  ඇත්තටම අවශ්‍යතාවයක් තිබෙන අසරණ පුද්ගලයින්ටයි නැත්නම් ඔබේ ඒ දානයේ කිසිදු අගයක්  වටිනාකමක් නැති බව මතක තබා ගන්න,Religion
1524,ලව්ඩ්ස් පීකර් දාල ශබ්ද දූෂණය කරන එකද බුද්ධ සාසනේ,Religion
1525,නිවන් දැකීමෙන්  සියල්ල අවසන් වනවානම් එහි ආරම්භය කුමක්ද  සංසාර ආරම්භය ,Religion
1526,ස්තුතියි ජේසුනි මා වෙනුවන් කළ සියලුම දේ වලට ,Religion
1527,යෙසුස් වහන්සේ ඔබගේ ප්‍ර්මය නිසා මම අද ජීවත් වෙමි ඔබට ස්තුතයි,Religion
1528,කර්මය වෙනස් කල හැකියි චුල්ල කම්ම විබංග සූත්‍රය කියවන්න…,Religion
1529,අයින්ස්ටයින් බුදු දහම දැන සිටියාද,Religion
1530,ප්‍රශ්න හමුවේ විශ්වාසය නැතිකරගෙන යක්ෂයාගේ ගොදුරක් වෙන්න එපා,Religion
1531,නිරාගමිකයා උබල ඇයි බන් රතන සූත්‍රය දේශනා කරන්න කීවේපිරිත් පැන් ඉසින්න කීවේ කොරෝනා හොද උනාද ඉතින්😕 බෞද්ධයා උබට බෞද්ධ දර්ශනය පිලිබද නිසි අවබෝධයක් නැති බව පෙනී යනව බන් නිරාගමිකයා එල 🤝🤝🤝 😂😂😂😂😂😂🤝🤝🤝,Religion
1532,මට ඕනි දේ නෙමේ  මට සුදුසු දේ ඔබවහන්සේ දන්නා නිසා ඒවා නියමිත මොහොතේදී නියමිත ආකාරයෙන් ලබා දෙන්න කියල යාච්ඤා කරන්න,Religion
1533,Amen  දැං නං ස්වාමීනි එකම බලාපොරොත්තු ව මෙිඅසීමාන්විත ජීවිත යෙන් නිදහස් වී ඔබ වහන්සේගේ සමාදානය තුළ සදාකාලික ජීවනය පමණමයිඅපගේ කැමැත්ත නොව ඔබ වහන්සේගේ කැමත්තපමණක්ම අප තුළ තබන්න ස්වාමීනි  ❤🙏,Religion
1534,ස්වාමීනි ඔබට මහිමය වේවා ප්‍රශංසා වේවා මා වෙනස් කලේ සමිදුන් ආමෙන්,Religion
1535,පල්ලිය කියන්නේ සල්ලි එකතු කරන තැනක් නෙමේ පල්ලියේ නඩත්තු කටයුතු වලට සල්ලි ඕනි තමයි ඒත් බලහත්කාරයෙන්  අනිවාර්යය කරලා සල්ලි එකතු කරන එක වැරදි සල්ලි එකතු කරනවා කියල ඇත්තටම සල්ලි දෙන්න බැරි කෙනෙක් පල්ලි එන්නේ නැත්නම් ඔබලා කරන සේරම හොද වැඩ වැඩ ප්‍රතිඵලයක් නැහැ කියලත් මතක තබා ගන්න ,Religion
1536,අප කිතුනුවෙක් නමට පමණක් සීමා සිටීම වැරදියි අප වෙනුවෙන් ජීවිතය පූජා කල ජේසූට අප කුමක් කලෙමු ද කියා සිතන්න අපට ලැබෙන මාසික ආදායමෙන් සියයට පහක මුදලක් පරිත්‍යාග කරමු,Religion
1537,පල්ලිය එම මුදල් නැති බැරි අසරණයන්ට පිහිටට යොදවයි ආමෙන් ස්වාමීන් වහන්සේ ඔබේ පවුලේ සියල්ල ම ආශීර්වාදයක් බවට පත් කරන සේකවා ආමෙන්,Religion
1538,පුනරුජ්ජීවනයක් නැතැ යි කියන සද්දුසිවරුන්ගෙන් සමහරෙක් ජේසුස් වහන්සේ වෙත අවුත් ,Religion
1539,දූෂණයට විරැද්ධ වෙන්න හදුන්නෙත්ති ට තිබුන කොන්ද චරිත ට නෑබැසිල් ගැන වර්ණනා කර කර ඉන්නවා 🤔🤔🤔,Political
1540,ඒ භාග්‍යවත් වූ අරහත් වූ සම්මා සම්බුදුරජාණන් වහන්සේට නමස්කාර වේවා ,Religion
1541,ගෞතම බුදුරජුන්ගේ සාම සංදේශය බුද්ධිමත් දෙව් මිනිසුන් උදෙසා,Religion
1542,උන් වහන්සේ දිනපතා දේව මාලිගාවෙහි ඉගැන්වූ සේක එහෙත් නායක පූජකයෝ ද විනයධරයෝ ද ප්‍රභූවරයෝ ද උන් වහන්සේ නසාලීමට උපක්‍රම සෙවූ හ ,Religion
1543,උතුම් ශ්‍රී මුඛ බුද්ධ වචන ගංගාව ලෝ සතුන්ගේ සසර දුක නිවාලමින් බොහෝ කල් ගලා බස්නා සේක්වා,Religion
1544,ඒ අමා නිවන් සුව බොහෝ දුර නොවේවා,Religion
1545,ඇස් දෙක විතරක් පේනnගෝනි පඩංගුවයිnnනහය කට විතරක් වැහෙන මාස්ක් එකයිnඅතර වෙනස නොදන්නnnමංද මානසික ගොබිලෝ තමයි මුස්ලිම් කියන්නේnnහැම රෙද්දටම දෙයියෙක් ගාව ගත්තnඅනෙක් මිනිස්සුන්ට වදයක් වෙච්චnnඑකට සාමුහිකව ඉන්ඩ බැරි අවස්ථාවාදී ජාතියක්nnඋන් එක්ක මොන සහජීවනදnනීතියක් ගෙනත් පාලනය කරනවා මිස ,Racist
1546,ජිනීවා යෝජනාවෙන් ලංකාව පැරදුණේ දුර්වල විදේශ ප්‍රතිපත්ති නිසා,Political
1547,රංජන් කිවිව කථාවෙි සත්‍යය එලි දකීඒ ගොල්ලො යාළුවො මල්ලී,Political
1548,මටත් මෙවන් දානමය පුන්‍යකර්මයක් මාගෙ අමාමෑණී සම්මා සම්බුදුන් වහන්සේ වෙනුවෙන් කිරීමට හැකිවේවා,Religion
1549,බැති සිතින් යුතුව පින් අනුමෝදන් වෙමි සාදු සාදු සාදු,Religion
1550,බැසිල් රාජපක්ෂ මහතා පාර්ලිමේන්තු පැමිණ ආර්ථික කටයුතු පිළිබඳ අමාත්‍යාංශය භාරගත යුතු බවද අරුන්දික ප්‍රනාන්දු මහතා සඳහන් කරයි,Political
1551, හිටපු මන්ත්‍රීතුමනි nබොරු කතා වපුරමින් ජාතිවාදය අවුස්සන මේවගේ පුද්ගලයන් ගැන ක්‍රියාමාර්ගයක් නොගන්නේ ඇයි මේ ජාතිවාදී වැඩවලින් බේරෙන්නද ඔවුන් ඔබේ ඡායාරූපත් ප්‍රොෆයිල්වල දාගෙන ඉන්නේ රජය විවේචනය කරන අය අත්අඩංගුවට ගැනීම නවතා මෙවැන්නන් සම්බන්ධයෙන් ක්‍රියාමාර්ග ගන්න ,Political
1552,මමද මෙ පීන් අනුමොදන් වෙමී 🙏,Religion
1553,මහා සන්ඝරත්නයට මාගේ නමස්කාරය වේවා,Religion
1554,සාදු සාදු සිදු එය එසේමයි මාගේ භාග්‍යවතුන්වහන්සේටත් උතුම් උ දර්ම රත්නයටත් ආර්ය්‍ය මහා සංඝ රත්නයටත් මාගේ නමස්කාරය වේවා,Religion
1555,දෙවිදුන් වෙනුවෙන් ඔබ කරන කාර්යයන් මිනිසුන් සතුටු කිරීමටවත්  ඔබට ගෞරවයක් ලැබීමටවත් නොව දෙවිදුන්ගේ මහිමය ප්‍රසංශාව සදහා පමණක් කරන්න,Religion
1557,රජයේ ග්‍රාමීය ආර්තිකය ගොඩනැගීමේ ගෞරවය හිමි වන්නේ බැසිල් රාජපක්ෂ මහතාට,Political
